title,abstract,journal,DOI,year
Arthroscopic suture repair of peripheral tears of triangular fibrocartilage complex using a volar portal.,Surgical repair of a Palmer type IB triangular fibrocartilage complex (TFCC) tear can be difficult using conventional dorsal portals and it may need special repair kits. The authors describe an arthroscopic technique using an additional volar portal that allows quick access and a secure purchase of peripheral TFCC tears as well as a distinct approach to dorsal wrist structures.,Arthroscopy : the journal of arthroscopic &amp; related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,16325103,2005
Distal radioulnar joint instability in distal radius fractures: the role of sigmoid notch and triangular fibrocartilage complex revisited.,"The stabilising effects of various structures of the distal radioulnar joint (DRUJ) have been heavily debated. This biomechanical cadaveric study examined the effects of the volar and dorsal lips of the sigmoid notch and the volar and dorsal aspects of the triangular fibrocartilage complex (TFCC) on DRUJ stability. Sequential fractures of the distal radius and sectioning of the TFCC were performed followed by measurements of ulnar translation with the forearm in pronation, neutral and supination. A dorsal lunate facet fracture created instability in pronation. Lunate facet fractures alone did not create instability in other forearm positions. Sectioning of the volar TFCC after loss of the dorsal TFCC by a dorsal lunate facet fracture caused DRUJ instability with the forearm in neutral position. Sectioning of the dorsal TFCC after loss of the volar TFCC due to a volar lunate facet fracture created instability in neutral and pronated positions.",Injury,16324702,2005
Hemiresection arthroplasty of the distal radioulnar joint.,"One of the critical requirements for this procedure to succeed is a functional TFCC structure. In rheumatoid arthritis or traumatic disruption of the DRUJ, the TFCC is unstable. If the TFCC can be reconstructed and DRUJ arthritis exists, this is the situation in which the hemiresection procedure excels. In the face of a normal DRUJ without arthritis, an ulnar shortening with a repair of the TFCC, if necessary, is the more appropriate procedure. The other caveat for this procedure to succeed is a careful preoperative plan to make sure stylocarpal impingement does not occur. The procedure does not restore stability in the unstable painful radioulnar joint; it simply substitutes a less painful instability. When correctly planned and performed the hemiresection interposition technique can be a good procedure in the arsenal of treatment for the DRUJ.",Hand clinics,16274869,2005
Ulnar impaction syndrome.,"Although Palmer's classification of TFCC lesions differentiates post-traumatic central perforations (IA tears) from degenerative tears secondary to ulnocarpal impaction (IIC) [3], the distinction is not always clear clinically. In the final analysis, the literature suggests that as many as 25% of wrists with TFCC tears have residual symptoms following arthroscopic debridement alone [23], and it is likely that static or dynamic ul-nar positive variance plays a role [2,5,17,25]. The authors' results suggest that combined arthroscopic TFCC debridement and wafer resection are feasible and efficacious as treatment for all stages of ulnar impaction syndrome. When class II A and B changes are observed, that is, when a TFCC perforation has not yet developed, the authors have observed favorable results in most patients following arthroscopic TFCC central disc excision and wafer resection as an alternative to ulnar shortening osteotomy [33] or open wafer excision [10].",Hand clinics,16274867,2005
Magnetic resonance imaging for diagnosing lesions of the triangular fibrocartilage complex.,"In a retrospective survey we compared the magnetic resonance imaging (MRI) protocols with the arthroscopic findings for triangular fibrocartilage complex (TFCC) lesions. We found a sensitivity of 0.61 and specificity of 0.88 for MRI. The positive predictive value was 0.85 and the negative predictive value was only 0.68. These values are very similar to those in other recent surveys. These findings and the reviewed publications all indicate that MRI cannot replace arthroscopy. Special coils and MRI-arthrography can significantly enhance the specificity and the sensitivity. A negative MRI is not an endpoint and not a contraindication for further exploration, in particular for arthroscopy.",Acta orthopaedica Belgica,16184992,2005
Arthroscopically assisted repair of peripheral triangular fibrocartilage complex tears: factors affecting outcome.,"PURPOSE: The purpose of our study was to identify factors affecting the outcome after arthroscopically assisted repair of peripheral triangular fibrocartilage complex (TFCC) tears.TYPE OF STUDY: Retrospective case series.METHODS: Thirty-five patients who underwent arthroscopic repair of traumatic TFCC tears were enrolled in this study (mean age, 34 +/- 12 years; 22 female and 13 male patients; mean follow-up, 29 months; range, 6 to 82 months). Patients with TFCC tears associated with distal radius fractures, or significant wrist bone or neurovascular pathology were excluded from the study. The Disabilities of the Arm, Shoulder, and Hand (DASH) questionnaire score was used as the primary variable during statistical analysis to identify factors determining outcome.RESULTS: The DASH score in this study was 12 +/- 12 points. A significant correlation was found between the age of the patient and the DASH score, indicating that older age has a significant negative effect on functional outcome. Significant correlations were also found between the DASH score and (1) decreased percentage of grip strength compared with the healthy side, (2) decreased supination, and (3) positive postoperative ulnar variance.CONCLUSIONS: Age-related degenerative changes in the wrist might contribute to poor outcome and a TFCC tear resulting from minor or repetitive trauma. Loss of wrist rotation, grip strength, and ulnar positive variance are factors that are correlated with poor outcome.LEVEL OF EVIDENCE: Level IV.",Arthroscopy : the journal of arthroscopic &amp; related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,16171639,2005
Arthroscopic triangular fibrocartilage complex debridement using radiofrequency probes.,"The initial results of using radiofrequency probes for debridement of a torn triangular fibrocartilage complex were studied in 20 patients with a mean age of 44 (range 27-56) years presenting with ulnar-sided wrist pain. On arthroscopic examination, 18 central and two radial triangular fibrocartilage complex tears were identified and debrided to a stable rim using radiofrequency probes. The mean follow-up was 22 (range 9-35) months. Seventeen patients experienced substantial pain relief. In three, the pain was unchanged. The mean flexion extension arc was 132 degrees , pronosupination arc 155 degrees and mean grip strength was 83% of that of the unaffected side. Using the modified Mayo wrist score, there were ten excellent, seven good and three fair results. No perioperative complications occurred. Radiofrequency probes were found to be safe and effective for use in triangular fibrocartilage complex debridement. These results compare favourably with other standard methods of treatment of this problem.","Journal of hand surgery (Edinburgh, Scotland)",16111792,2005
Reconstructive procedure for unstable radial-sided triangular fibrocartilage complex avulsions.,"PURPOSE: Radial-sided avulsions of the triangular fibrocartilage complex (TFCC) (Palmer 1D) with distal radioulnar joint (DRUJ) instability remain a challenging pathology to treat. We tested an intra-articular reconstruction that addresses unstable radial-sided TFCC avulsions.METHODS: Ten preserved, dissected, cadaveric forearm specimens with intact TFCC and without ulnar-positive variance had biomechanical testing using a hydraulic testing device. The measurement of total displacement of the ulna relative to the radius was performed with an applied load ranging from 20 N in a volar direction to 20 N in a dorsal direction. Specimens were tested sequentially with intact TFCC, with surgically induced Palmer 1D lesions, and after reconstruction of the TFCC. All tests were performed at neutral, maximal pronation, and maximal supination.RESULTS: The mean total displacements of the DRUJ of the specimens at neutral rotation were as follows: 4.1 +/- 0.4 mm for the intact specimens compared with 11.8 +/- 0.8 mm after creation of the tear and 3.9 +/- 0.7 mm for the reconstructed specimens. In maximal pronation the mean total displacements were as follows: 2.4 +/- 0.3 mm intact versus 4.9 +/- 0.7 mm for torn and 2.1 +/- 0.3 mm after reconstruction. In maximal supination the mean total displacements were as follows: 1.4 +/- 0.2 mm intact versus 5.7 +/- 1.3 mm for torn and 1.0 +/- 0.1 mm after reconstruction. All specimens obtained the preoperative pronation and supination motion after the reconstruction.CONCLUSIONS: Current procedures are unable to restore DRUJ stability without a significant limitation of pronation and supination. This intra-articular reconstruction of radial-sided TFCC avulsions succeeded in restoring baseline stability to the DRUJ without interfering with pronation/supination.",The Journal of hand surgery,16039365,2005
Ulnar shortening effect on distal radioulnar joint stability: a biomechanical study.,"PURPOSE: The ulnar-shortening procedure has been adopted widely to reduce pressure between the ulna and ulnar carpus in ulnocarpal abutment syndrome. The hammock-like structure of the triangular fibrocartilage complex (TFCC), which supports and connects the ulnocarpal and distal radioulnar joint (DRUJ), variably is torn in this condition. The degree to which the torn TFCC may be tensioned to restabilize the DRUJ with ulnar recession is uncertain. This study examined changes in the stabilizing effect of the ulnar-shortening procedure in several TFCC tear conditions.METHODS: Six fresh-frozen cadaver arms amputated at the midportion of the humerus were used. The skin, muscles, and capsuloligamentous structures below the elbow all were preserved. The ulna and humerus were affixed firmly to a custom mount that allowed 60 degrees of forearm rotation. An external fixator was attached to the distal ulna leaving space for a 10-mm resection of the ulna to allow progressive shortening. The radius was attached to a materials testing machine. The load-displacement curves were obtained while translating the distal radius dorsally or palmarly with respect to the ulna at 1.25 mm/s. Stiffness in dorsopalmar displacement was recorded at 1-mm intervals through 6 mm of length. These measurements then were compared with controls (0 mm shortening of the intact specimens) at 60 degrees pronation, neutral position, and 60 degrees supination. The tests then were repeated after sectioning either the dorsal or palmar portion of the radioulnar ligament (RUL) and then after complete sectioning of the RUL. Each portion was sectioned at its attachment to the ulnar fovea.RESULTS: The stiffness of the DRUJ increased significantly in all 3 rotatory positions after shortening the ulna. A shortening of 6 mm resulted in a 26% to 44% increase in DRUJ stiffness. The stiffness decreased after partial sectioning of the RUL but increased with further ulnar shortening in all 3 positions. The DRUJ stiffness with the partially sectioned RUL after a shortening of 3 to 6 mm was as large as that of the intact specimens. The stiffness of the DRUJ after the complete section of the RUL was significantly smaller than that of the intact specimens even after shortening of 6 mm.CONCLUSIONS: The ulnar-shortening procedure can stabilize the DRUJ by increasing intrastructural tension of the TFCC, only when the RUL is attached totally or partially to the ulnar fovea. If the RUL is avulsed completely then stability of the DRUJ no longer is obtained by the ulnar-shortening procedure.",The Journal of hand surgery,16039364,2005
Disability and function after arthroscopic repair of ulnar avulsions of the triangular fibrocartilage complex of the wrist.,"Ulnar wrist pain due to a lesion of the triangular fibrocartilage complex (TFCC) is frequent. Based on studies of the vascularity, (traumatic) ulnar avulsions can be sutured. Arthroscopic techniques have been designed but results are scarcely published. This is a follow-up study of 52 patients with an ulnar avulsion of the TFCC. All patients were treated with an arthroscopic technique. Evaluation was directed to the subjective outcome, functionality ( using the DASH score) and objective parameters. The mean DASH score was 17.3. Pain was absent or minimal in 47 patients. The grip force was 80% of the contralateral side. Based on these findings, arthroscopic repair of the TFCC appears to be a reliable technique.",Acta orthopaedica Belgica,16035701,2005
Carpal ligament injuries with acute scaphoid fractures - a combined wrist injury.,"Fifty-two consecutive patients with acute scaphoid fractures were treated by closed reduction and percutaneous screw fixation. In addition, all underwent a wrist arthrogram and 22 patients also underwent a wrist arthroscopy. Eighteen patients (34%) had an associated carpal ligament injury (four scapholunate ligament, eight lunotriquetral ligament, two combined, three TFCC and one minor leak from the distal carpal row). These patients had worse Mayo wrist scores (no ligament injury median score=95: ligament injury median score=85) at a mean final follow-up of 61 weeks. We advocate that scaphoid fractures with associated carpal ligament injuries should be defined as a combined wrist injury.","Journal of hand surgery (Edinburgh, Scotland)",15935528,2005
Results of arthroscopic reduction and percutaneous fixation for acute displaced scaphoid fractures.,"PURPOSE: This study used percutaneous techniques augmented by simultaneous wrist arthroscopy to visualize the fracture and thus confirm the fracture alignment and reduction and also to assesses the concurrent associated ligament injuries.TYPE OF STUDY: Retrospective study.METHODS: Arthroscopy was used to help to reduce scaphoid fractures and assess soft-tissue injuries in 15 acute cases (13 male and 2 female patients). The fractures were treated by reduction under arthroscopic control and percutaneous fixation with the cannulated interosseous compression screw. Soft-tissue lesions were also treated at the same time using debridement, suture repair, or K-wire transfixation. The average age of the patients was 29.2 years (range, 19 to 48 years).RESULTS: Two patients (13.3%) had scapholunate (SL) ligament injuries, and both exhibited partial tear of the SL ligament. Four patients (26.7%) suffered lunotriquetral (LT) ligament injuries and received ligament debridement, K-wire fixation of the LT joint, and splinting. Six patients (40%) had chondral fractures. Additionally, the triangular fibrocartilage complex (TFCC) was torn in 5 patients (33%). Finally, 5 patients (33%) suffered radioscaphocapitate ligament or long radiolunate ligament injuries. All fractures healed without malunion or nonunion and, at follow-up of 24 to 28 months, 11 patients had excellent results and 4 had good results based on Mayo Modified Wrist Scores.CONCLUSIONS: We believe that arthroscopic reduction may be considered for scaphoid fractures because this approach can use a single procedure to achieve acceptable restoration of fractures as well as assessment and management of soft-tissue lesions.LEVEL OF EVIDENCE: Level IV Therapeutic Study, case series with no, or historical, control group.",Arthroscopy : the journal of arthroscopic &amp; related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,15891731,2005
[Wrist lesions in MRI arthrography compared with wrist arthroscopy].,"BACKGROUND: Wrist arthroscopy is routinely used for diagnosis of ligamentous lesions to the wrist. Although it is very sensitive and specific, it is also more invasive than other available diagnostic techniques.METHOD: In a prospective trial, 125 patients (80 men, 45 women) 37 years old (+/- 12) with clinical evidence of wrist lesions were evaluated with direct wrist arthro MRI. Within 24 hours following direct arthro MRI wrist arthroscopy was performed. The surgeons and radiologists were not aware of the other results until completion of their investigation. Specificity, sensitivity, positive predictive value, negative predictive value and accuracy were determined.RESULTS: According to the MRI findings, lesions of the TFCC were suggested in 70 patients (56 % of all patients). In 65 cases this was confirmed by wrist arthroscopy. In the remaining 55 patients no TFCC lesions were detected by MRI. However in three cases TFCC lesions were found by arthroscopy. In the remaining 52 patients MRI accurately excluded TFCC lesions. There was a correlation of MRI and arthroscopy in detecting TFCC lesions in 93.6 %. Sensitivity was 94 %, specificity 89 %, positive predictive value 91 % and negative predictive value 93 %. Complete scapholunate ligament tears were detected by MRI in 12 (9.6 %) cases. Correlation with wrist arthroscopy was 99 %, sensitivity 92 %, specificity 100 %, positive and negative predictive value 100 % and 99 %, respectively. Accuracy for incomplete scapholunate lesions (n = 17, 13.6 %) and lunotriquetral tears (n = 4, 3.2 %) was poor (sensitivity 59 % and 25 %, specificity 100 % and 99 %).CONCLUSION: Though sensitivity of MRI arthrography approaches that of arthroscopy, it cannot replace it at the moment. However, it is a potent additional tool for wrist diagnosis if intraarticular contrast is used. It can facilitate diagnosis and indications for surgery of the wrist. It may make arthroscopic and more invasive interventions for diagnostic purposes avoidable in future.","Handchirurgie, Mikrochirurgie, plastische Chirurgie : Organ der Deutschsprachigen Arbeitsgemeinschaft fur Handchirurgie : Organ der Deutschsprachigen Arbeitsgemeinschaft fur Mikrochirurgie der Peripheren Nerven und Gefasse : Organ der V...",15877268,2005
[Intracarpal ligament injuries associated with wrist fractures: a prospective radioclinical study of 40 patients].,"PURPOSE OF THE STUDY: We performed a prospective study to search for arthrographic signs in favor of intracarpal ligament lesions occurring concomitantly with wrist fractures. We looked for a relationship between type of fracture and displacement and examined their impact on early functional outcome.MATERIAL AND METHODS: The series included 40 patients treated over a 1-year period. All 40 patients had a displaced wrist fracture requiring surgical treatment. A three-phase arthrography was performed during the initial operation in order to search for injuries involving the scapho-lunate, luno-pyramidal or triangular complex ligaments. A second arthrography was performed at the time the osteosynthesis material was removed. All patients were followed one year postperatively. Functional outcome was recorded at one year.RESULTS: Abnormal images were found in 57% of the patients at the first arthrography. Injury to the triangular complex predominated, followed by combined injuries. There was no statistical correlation between type of fracture, degree of displacement, and presence of ligament lesions (p &gt; 0.05). Lesions of the triangular fibrocartilaginous complex (TFCC) were significantly increased (p = 0.04) in the event of intra-articular fracture. Age and gender did not influence ligament injury. At one year, the functional outcome was statistically comparable between patients with and without ligament injury. At the second arthrography, we observed only five cases where cure of the luno-pyramidal ligament had been achieved.DISCUSSION: Intracarpal ligament injuries associated with wrist fractures are frequent. Age had no effect on occurrence of ligament injury in our series, similar to findings reported by others. Likewise, the type of fracture had no effect. Data in the literature show that intra-articular fractures and highly-displaced fractures aggravate ligament injury. Our functional results at one year did not demonstrate any significant difference in patients with and without ligament injury. A 3 or 5-year follow-up might provide further insight. Nevertheless, neglected scapho-lunate lesions still have a bad reputation in the literature, leading us to search for such lesions and to provide adapted treatment in all patients aged less than 50 years presenting a displaced fracture of the wrist.",Revue de chirurgie orthopedique et reparatrice de l'appareil moteur,15672920,2005
[Wrist arthroscopy. Current indications and results].,"Arthroscopy of the wrist is a recent technique but already validated for many indications. It rarely gives rise to complications but requires a learning curve just like any other endoscopic procedure. It allows complete visualization of the osseous, articular, synovial and ligamentous structures of the different joints comprising the wrist. There are two main indications for wrist arthroscopy: i) Diagnostic; when other investigations have proved inconclusive (assessment of carpal instabilities, osteochondral fractures and certain synovial pathologies...); ii) therapeutic; these have recently widened in terms of carpal pathology. Lesions of the triangular fibrocartilage complex (traumatic or degenerative) are best diagnosed and treated arthroscopically. Arthroscopic treatment is the least invasive, most effective and safest means of performing procedures such as debridement, TFCC reattachment, and ulna shortening. Other conditions can benefit greatly from wrist arthroscopy such as certain wrist ganglions, rheumatoid synovitis, radiocarpal fractures and some scaphoid fractures. Degenerative pathology of the wrist also presents opportunities for articular debridement (&quot;shaving&quot;), synovectomy or even various &quot;ectomies&quot;.",Chirurgie de la main,15651241,2005
Preliminary experience of fully arthroscopic repair of triangular fibrocartilage complex lesions.,"Triangular fibrocartilage complex (TFCC) lesions are commonly repaired arthroscopically. Most of the interest in repairing TFCC lesions is focused on the development of an internal technique to avoid an extra incision of the skin. The most common techniques in use today are the inside-out or the outside-in, both of which have the disadvantage of requiring an additional opening to tie the suture. We suggest a personal method that allows an all-inside repair for type 1B lesions with a technique similar to the one used for rotator cuff repair in the shoulder.",Arthroscopy : the journal of arthroscopic &amp; related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,15346129,2004
Arthroscopic surgery for traumatic triangular fibrocartilage complex injury.,"Clinical characteristics, diagnostic imaging, arthroscopic findings, and surgical results of arthroscopic treatment are reported in 62 hands with traumatic triangular fibrocartilage complex (TFCC) injury treated between 1995 and 2002. This retrospective study also describes and compares the results of a novel arthroscopic suture technique for repairing tears with Palmer's class 1B and 1D tears. According to Palmer's classification, there were 10 class 1A, 27 1B, 8 1C, and 17 1D injuries. The arthroscopic suture and débridement treatments were done under brachial plexus block as a 1-day in-hospital procedure. Class 1D tears required transradial fixation to anchor the TFCC. Surgical results of suture groups according to Minami's criteria were excellent in 16 hands, good in 15 hands, fair in 1 hand, and poor in 1 hand. The results of the débridement group were excellent in 16 hands, good in 10 hands, fair in 2 hands, and poor in 1 hand. The results of the current study indicate that the novel suture technique were easy to perform, provided strong, tight repair for class 1D injuries, and was applicable for class 1B injuries in this small case series.",Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association,15278772,2004
MR imaging of ligaments and triangular fibrocartilage complex of the wrist.,"Imaging of the wrist with MR imaging can be difficult because of the small size of this joint, its complex anatomy, and its sometimes poorly understood pathologic lesions. A recent study by Hobby and coworkers of 98 patients revealed that MR imaging of the wrist influences clinicians' diagnoses and management plans in most patients. This article summarizes the current diagnostic criteria that can be useful in interpreting abnormalities of the wrist ligaments and triangular fibrocartilage complex (TFCC) of the wrist in this difficult topic in joint MR imaging.",Magnetic resonance imaging clinics of North America,15172388,2004
[Arthroscopy in the diagnosis and therapy of wrist disorders].,"PURPOSE OF THE STUDY: Arthroscopy of the wrist is a method facilitating the establishment of diagnosis in patients with wrist complaints which may also serve for surgical management of some of the causes of wrist pathology. The author presents his first experience with carpal arthroscopy as a diagnostic method as well as a therapeutic technique performed in one or two stages.MATERIAL: A total of 34 patients, 12 women and 22 men, in the age range of 14 to 64 years, underwent carpal arthroscopy. This was performed to treat acute or chronic conditions in 16 and 18 patients, respectively.METHODS: Arthroscopy was carried out with the hand in vertical traction, using distraction forces of 50 to 70 N, from the approach between the third and fourth or/and the fourth and fifth extensor compartments, in order to inspect the mediocarpal joint by an arthroscope with a diameter of 2.4 mm. Neither a tourniquet nor a pump was employed. When a lesion was detected, it was treated by arthroscopy or an open procedure in one surgical procedure. When indicated, further surgical intervention followed.RESULTS: The arthroscopic inspection revealed triangular fibrocartilagenous complex (TFCC) lesions in 18 patients. Injury to the scaphoid-lunate (SL) ligament was found in 16 patients. One patient had a combined lesion of the triquetral-lunate and SL ligaments, two showed a SL lesion together with a distal radius fracture, three were diagnosed with pseudoarthrosis of the scaphoid bone and one with synovitis after rheumatoid arthritis. In two patients, adhesions in the radiocarpal joint following a fracture of the distal radius were found and shaved. A total of 22 patients were treated by arthroscopic surgery; 19 underwent open procedures in one stage and five were indicated for secondary surgery.DISCUSSION: Wrist arthroscopy has been reported in the literature as the only method that can reveal damage to SL ligaments not shown by X-ray or magnetic resonance imaging examination. During arthroscopy, several interventions can directly be carried out by this procedure, such as treatment of the TFCC, and thus relieve the patient's complaints. Arthroscopy is irreplaceable in the diagnosis of dynamic carpal instability or injury to TFCC in ulnar-carpal impingement. Our experience suggests that arthroscopically-guided osteosynthesis of the distal radius has great prospects.CONCLUSIONS: In our hospital acute arthroscopy is indicated when carpal connective tissue lesions, potentially leading to wrist instability, are suspected, when damage to carpal ligaments is found by X-ray examination or when an acute TFCC lesion is suspected. Arthroscopically-guided osteosynthesis of the distal radius appears to be a prospective method. In patients with chronic complaints, wrist arthroscopy is indicated in suspected TFCC lesions with ulnar-carpal impingement, in chronic carpal synovitis, and before sperious operations on the carpal bones in order to ascertain the state of cartilage and plan the appropriate surgery.",Acta chirurgiae orthopaedicae et traumatologiae Cechoslovaca,15151098,2004
"[Lesions of the wrist disc. Pathology, diagnosis and treatment].","Lesions of the TFCC are currently a diagnostic and therapeutic challenge. Disc-injuries are often not identified and, therefore, acute ruptures are unfortunately not always immediately repaired. Moreover, therapeutic measures are still sparse and informative trial results are lacking. An anatomical, pathological, diagnostic and therapeutic comparison with the meniscus of the knee is possible.",Der Orthopade,15146315,2004
[The anatomy of the ulnocarpal complex].,"The ulnocarpal complex (triangular fibrocartilage complex; TFCC) represents an intricate system of structures which secures motion guidance, stability and pressure transmission in the ulnocarpal compartment of the wrist joint. Anatomically, this complex consists of the ulnocarpal disc (triangular disc), palmar and dorsal radioulnar ligaments, ulnolunate, ulnotriquetral and ulnocapitate ligaments, ulnocarpal meniscus homologue, ulnar recess (prestyloid recess), ulnocarpal collateral ligament and tendon sheath of the extensor carpi ulnaris. The distal radioulnar joint and the interosseous membrane of the forearm, which lie close together, also belong functionally to the ulnocarpal complex. Together with the proximal radioulnar joint, they permit rotational movements of the hand (pronation and supination). This review highlights all components of the ulnocarpal complex systematically. Distinctive characteristics involving size, as well as variations, are listed, and their functional meaning analyzed. The accumulated knowledge serves as a basis for possible interventions both at the ulnocarpal complex and the distal radioulnar joint.",Der Orthopade,15127199,2004
3.0 T high-resolution MR imaging of carpal ligaments and TFCC.,"PURPOSE: To determine the diagnostic value of 3.0 Tesla MRI for imaging carpal ligaments and triangular fibrocartilage complex (TFCC). Image quality of different optimized MRI sequences is evaluated for high resolution wrist anatomy.MATERIALS AND METHODS: Ten healthy volunteers were examined at 3.0 T and 1.5 T using following sequences: T1 SE, fat-saturated PD-/T2-TSE, TIRM, 3D T1/T2* DESS, 3D-CISS, 2D and 3D T2* MEDIC. Voxel size varied from 0.2 x 0.2 x 1.5 mm (2D sequences) to 0.33 mm (3) and 0.26 mm (3) (3D sequences). Image quality (signal-to-noise-ratio, contrast-to-noise-ratio, artifacts) and carpal ligament/TFCC detection rate were judged by a score. The results obtained from the 3.0 T and 1.5 T devices were compared.RESULTS: With identical voxel size, image matrix and FOV, 3.0 T MRI provided significantly better image quality and ligament detection rates for all sequences in comparison with 1.5 T. The 2D and 3D MEDIC sequences yielded best image quality and detection rates. Excellent image quality and visualization of ligament structures by the fat-suppressed PD-TSE sequence were compromised by a relatively high susceptibility to pulsation and motion artifacts. T1 SE and 3D DESS sequences gave moderate image quality and allowed only partial differentiation between ligament structures. TIRM, T2-TSE and 3D-CISS sequence proved to be unsuitable for examining ligaments at 3.0 T due to their poor image quality and detection rate.CONCLUSION: 3.0 T MRI of the wrist proved to be superior to 1.5 T MRI for high-resolution imaging of carpal ligaments and TFCC using 2D and 3D T2* MEDIC sequences. Clinical studies investigating ligament injuries or carpal instability are recommended for evaluating clinical relevance of high-resolution MRI of the wrist.",RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,15122464,2004
"[The arthroscopic &quot;wafer procedure&quot; in degenerative disc ulnocarpal tears with ulnocarpal compression syndrome. Techniques, indications, results].","The wafer procedure is a technique involving the partial resection of the distal ulna for the treatment of patients with symptomatic tears of the TFCC, for ulnar abutment syndrome or both. The TFCC-tears are classified as Palmer type 2. The wafer procedure can be performed as an open procedure or arthroscopically. It is an alternative to a shortening osteotomy of the ulna and decompresses the ulnocarpal joint. In ten cases with long-term follow-up, the preferability of the arthroscopic method is demonstrated: a minimally invasive technique, optimal assessment of all lesions, maximum protection of all uninjured structures in comparison to the open method, single stage procedure, and low complication rate. The long-term results are predominantly positive, so that the arthroscopic wafer procedure should be performed more often than it is today.",Der Orthopade,15112036,2004
"[The caput-ulnae-syndrome. Pathogenesis, clinic and therapy].","The ulnar head has a central function in stabilizing the wrist. In the treatment of caput ulnae syndrome, the radiocarpal joint must, therefore, always be considered. The integrity of the ulnar head and TFCC are of major importance for the rheumatoid wrist. Therefore, surgical treatment should be carried out early, and is indicated for drug-resistant synovitis and monarthritis of the wrist. Early synovectomy of the radiocarpal and distal radioulnar joint (DRUJ) can be done as an open procedure or, when extensor tendon synovitis is absent, as an arthroscopic procedure. In most cases, however, treatment of manifest caput ulnae syndrome, sometimes even with rupture of the extensor tendons, is necessary. In these cases, resection of the ulnar head together with a dorsal wrist stabilization is indicated. Less often, arthrodesis of the DRUJ with segmental resection of the ulna or an arthroplasty are indicated. When choosing the procedure, the type and stage of wrist changes have to be considered. The DRUJ usually has to be treated together with the radiocarpal joint. Its isolated treatment is rarely indicated.",Der Orthopade,15105987,2004
A comparison of combined arthroscopic triangular fibrocartilage complex debridement and arthroscopic wafer distal ulna resection versus arthroscopic triangular fibrocartilage complex debridement and ulnar shortening osteotomy for ulnocarpal abutment syndrome.,"PURPOSE: Treatment of ulnocarpal abutment (UAS) syndrome involves decompression of the pressure and impingement, or abutment of the ulnocarpal articulation. Debridement of triangular fibrocartilage complex (TFCC) tears alone in the patient with UAS may have a failure rate of as much as 25% to 30%. Ulnar shortening osteotomy (USO) can be an effective treatment of failed TFCC debridement. Good results have been reported with combined arthroscopic TFCC debridement and mechanical arthroscopic distal ulnar resection. Similar results have been reported with both ulnar shortening osteotomy and open wafer distal ulnar resections in the UAS patient. Because all of these treatment choices appear to yield similar relief of symptoms, determination of the optimal treatment protocol remains a point of debate. The purpose of this study was to evaluate 2 different surgical treatments for UAS.TYPE OF STUDY: Retrospective review.METHODS: Eleven combined arthroscopic TFCC debridement and arthroscopic distal ulna resections (arthroscopic wafer procedures; AWP) were compared with 16 arthroscopic TFCC debridement and USOs. All patients had diagnostic wrist arthroscopy and arthroscopic TFCC debridement. All patients presented with ulnar wrist pain or neutral or positive ulnar variance, and all experienced at least 3 months of failed conservative management.RESULTS: At mean follow-up times of 21 and 15 months, respectively, 9 of 11 patients showed good to excellent results after arthroscopic TFCC debridement and AWP compared with 11 of 16 after arthroscopic TFCC debridement and USO. A statistically significant difference (P &lt;.05) in the complication rates was identified, including secondary procedures and tendonitis. One secondary procedure and 2 cases of tendonitis were seen in the arthroscopic wafer group.CONCLUSIONS: Combined arthroscopic TFCC debridement and arthroscopic wafer procedure provides similar pain relief and restoration of function with fewer secondary procedures and tendonitis when compared with arthroscopic TFCC debridement and USO, for the treatment of UAS.LEVEL OF EVIDENCE: Level III.",Arthroscopy : the journal of arthroscopic &amp; related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,15067279,2004
An anatomical study of the ligaments of the ulnar compartment of the wrist.,"The ligamentous structures of the triangular fibrocartilage complex (TFCC) and their attachments were examined anatomically and histologically using fresh and embalmed cadavers. The TFCC was observed to have a three-dimensional structure consisting of three palmar ligaments--the short radiolunate (SRL), ulnolunate (UL), and ulnotriquetral (UT) ligaments. In addition, the attachment site of the ulnocarpal ligament (UC), which had been previously unknown, was identified. The dorsal components of the TFCC have been previously reported to consist solely of the extensor carpi ulnaris (ECU) subsheath; however, the ligamentous components running from the ulnar styloid process to the triquetrum were found at a layer deeper than the floor of the ECU subsheath. The UC has been reported previously as a two-dimensional structure, but there has been some disagreement as to its attachment sites.(2-6,14,15) It is suggested that the dorsal UT ligament should be considered as a separate ligament, based on its different direction and distal attachment site as compared with those of the ulnar collateral ligament (UCL) and ECU subsheath.",Hand surgery : an international journal devoted to hand and upper limb surgery and related research : journal of the Asia-Pacific Federation of Societies for Surgery of the Hand,15002101,2004
